sampleID,sex,sample_type,weight,coat_appearance,left_ventricle_diameter,heart_rate,cardiac_output
304700,female,control,16.4,normal,2.806771,461.93643,12.344514
304718,female,control,21.6,normal,3.302604,361.87015,17.452608
304858,female,control,19.5,normal,3.019271,511.60782,20.416481
304888,female,control,22,normal,2.295,532.38684,19.923798
304898,female,control,19.7,normal,3.019271,550.2972,21.18373
306238,female,control,19,normal,2.147813,443.05292,11.030657
306740,female,control,21.7,normal,3.315,463.32047,16.066486
306741,female,control,22.2,normal,3.028125,455.06027,16.262419
306865,male,control,23.7,normal,3.436875,345.925,14.54961
307227,male,control,23.1,normal,2.48625,528.2186,21.468307
307233,female,control,20.7,normal,2.645625,573.32874,20.628
307424,female,control,20.6,normal,2.943125,552.88666,19.105255
307445,male,control,21.2,normal,2.877604,426.39478,14.328194
308688,male,control,22.9,normal,3.083438,397.51245,17.031988
309150,male,control,20.7,normal,3.283125,469.0334,20.735464
309304,female,control,17.3,normal,2.771354,568.22485,19.841787
310192,female,control,20,normal,2.284375,561.16724,18.04244
310261,female,control,17.1,normal,2.730625,521.461,19.156649
311251,male,control,25,normal,3.534375,443.9884,22.098785
311646,female,control,18.2,normal,2.488021,575.4844,17.893389
312191,male,control,25.4,abnormal,3.373438,545.78534,21.219076
313198,female,control,22.4,normal,2.753646,511.02103,22.000519
313579,male,control,28.2,normal,3.134375,385.90173,15.339437
315725,male,control,21.7,normal,2.851042,393.81104,17.623545
315881,female,control,19.9,normal,3.1025,531.10504,18.65673
315983,female,control,20.6,normal,2.241875,552.2828,22.058598
320841,female,control,19.3,normal,2.624375,529.0134,21.655657
320857,female,control,21.2,normal,2.48625,463.83145,20.779564
321256,male,control,20.9,normal,2.78375,414.36465,16.483189
321677,male,control,26,normal,2.805,517.6877,22.702028
321683,female,control,17.6,normal,2.61375,546.76013,13.97497
322449,female,control,20.9,normal,2.693437,466.88248,18.001957
322563,female,control,20.4,normal,2.82625,465.78064,18.339808
322691,male,control,20.7,normal,3.196354,417.59854,13.395117
322744,female,control,16.3,normal,2.461979,468.60355,12.778663
324246,female,control,22.9,normal,3.300833,510.51086,24.111204
324503,male,control,26.5,normal,3.473438,369.36716,13.082437
324528,male,control,24.7,normal,3.33625,349.45486,7.859072
324797,female,control,20.4,normal,3.03875,467.46448,17.077297
324805,female,control,21.7,normal,2.465,561.80475,19.313896
325466,male,control,24.3,normal,3.0175,372.51038,19.707047
325597,female,control,19.7,normal,2.9325,559.0062,16.848907
325771,male,control,21.1,normal,2.38,475.0644,15.66026
325801,male,control,24.2,normal,2.571563,455.62238,18.672564
325937,male,control,22.2,normal,2.803125,441.47513,14.980388
326997,female,control,21.1,normal,3.091875,506.3462,13.173828
327332,female,control,18,normal,2.374375,526.73474,15.554354
327942,male,control,26.9,normal,2.68125,520.86346,26.13804
328259,female,control,20.6,normal,2.815625,448.0287,17.54104
328282,male,control,25.4,normal,2.0825,473.79892,17.387913
328761,male,control,21.7,normal,2.794375,388.33945,14.384846
329420,male,control,22.5,normal,2.638542,469.13116,18.295591
330762,male,control,26,normal,2.569531,482.53232,14.76915
330763,male,control,27.2,normal,3.371875,519.67847,21.701141
331333,male,control,26.5,normal,3.046875,387.31668,18.255621
332159,female,control,17.4,normal,2.496875,452.48868,14.154209
332160,female,control,15.6,normal,2.86875,461.53845,15.770943
332161,female,control,17.6,normal,3.258,350,12.912
332162,female,control,17.6,normal,2.452604,461.06558,16.53188
332260,male,control,23.5,normal,2.711719,397.41678,16.272442
332892,female,control,19.7,normal,2.73,417.8661,19.009148
333417,male,control,22.7,normal,2.050625,425.9105,15.773417
333427,male,control,21.6,normal,4.180312,335.97134,15.887446
333516,male,control,21.6,normal,3.436875,349.61774,9.685635
333522,male,control,27.1,normal,2.348125,490.82162,20.746044
333757,female,control,21.2,normal,2.65625,480.49203,19.376223
333758,female,control,19.2,normal,2.630469,453.37766,13.14427
333759,female,control,20.3,normal,2.576563,493.74588,14.172593
333766,female,control,21,normal,2.222396,482.3358,12.828449
335131,male,control,26.7,abnormal,3.33125,522.71484,23.842052
335132,male,control,24.1,abnormal,2.204687,549.26276,17.15107
335133,male,control,25.3,abnormal,3.595312,508.8598,20.58894
335134,female,control,19.7,normal,2.44375,486.40234,17.231028
335135,female,control,18.3,normal,2.594271,501.39835,18.710222
335136,female,control,21.3,normal,2.061719,478.88135,10.869987
335174,female,control,19.5,normal,2.721875,460.61722,17.926601
335626,female,control,19.6,normal,2.628125,482.3358,16.328627
335627,female,control,19.1,normal,2.505729,523.66986,18.146894
335628,female,control,17.9,normal,2.49974,505.36813,13.352196
335629,female,control,19.8,normal,2.122135,461.46747,16.062223
335630,female,control,22.1,normal,2.966146,437.89227,17.588957
336035,male,control,26.7,abnormal,1.880469,521.2557,14.352243
336036,male,control,25.2,normal,2.461458,492.68634,18.024536
336037,male,control,27.2,normal,3.054688,486.66537,19.494917
336038,male,control,24.3,normal,2.234375,539.43896,17.18568
336039,male,control,25.4,normal,2.665104,565.2556,14.767889
338896,male,control,24.4,normal,2.912812,556.58624,20.289495
338901,female,control,17.5,normal,2.483125,455.60394,8.28805
339917,male,control,23.7,normal,3.036979,421.26944,17.29517
339918,male,control,25.7,normal,2.603125,467.46448,18.890697
339919,male,control,26.5,normal,1.921354,557.9527,17.733889
339920,male,control,23.8,normal,2.532292,436.4525,15.200954
339922,female,control,19.4,normal,2.190104,505.7089,16.041275
339923,female,control,20.5,normal,3.058594,436.0465,11.823786
339924,female,control,19.5,normal,3.08125,406.35724,14.787062
339925,female,control,19.9,normal,2.904167,436.76175,16.124517
339926,female,control,21.8,normal,2.333594,532.65155,12.318551
339931,male,control,23.5,normal,2.904167,376.94125,17.78602
339948,male,control,26.1,normal,2.894531,532.6957,23.603834
339949,male,control,25.7,normal,3.028125,513.1831,20.700571
339950,male,control,25.3,normal,2.620833,511.68344,19.288057
339951,male,control,27.4,normal,2.401562,502.07526,17.08244
339952,male,control,24.1,normal,2.507292,527.5127,16.641014
339962,female,control,18.7,normal,2.303385,548.7805,18.517538
339963,female,control,18.1,normal,3.073698,520.3335,19.190094
339964,female,control,18.8,normal,2.31849,451.28165,11.703826
339965,female,control,19.6,normal,2.492188,383.71677,9.99947
339966,female,control,19.4,normal,2.326042,523.45056,12.846531
342463,male,control,26.7,normal,2.341146,485.96112,14.614969
342464,male,control,29.2,normal,3.453125,377.28256,15.697925
342465,male,control,27.1,normal,3.260156,438.27185,21.53675
342466,male,control,25.6,normal,2.545052,456.37094,17.81429
342467,male,control,24.9,normal,2.439323,533.70654,21.438852
342471,female,control,21.8,normal,2.507292,477.4637,18.195658
342472,female,control,21.2,normal,2.293229,488.49326,18.362001
342473,female,control,22.1,normal,2.688542,440.12793,13.360259
342474,female,control,20.4,normal,2.341146,444.65524,16.037292
344591,male,control,22,normal,2.992708,508.15878,18.486694
344592,male,control,22.3,normal,2.665104,521.2677,18.676811
344593,male,control,23.3,normal,2.786719,456.445,14.523237
344594,male,control,22.3,normal,2.23125,548.2456,14.078565
344595,male,control,22.5,normal,2.326042,493.5293,14.233162
344605,female,control,19.7,normal,2.13724,460.61722,15.295914
344607,female,control,13.8,normal,1.69375,480.76923,10.982571
344608,female,control,18.1,normal,1.736979,535.1791,16.100307
344621,female,control,20.5,normal,2.355208,507.56842,18.285233
344622,female,control,20.8,normal,1.948438,539.13525,14.045365
344687,female,control,19.9,normal,2.851875,498.49344,17.578465
345561,male,control,26.7,normal,2.346354,546.05023,20.328993
345562,male,control,27.9,normal,2.364063,512.8205,14.797095
345563,male,control,27.2,normal,2.806771,482.7342,13.837895
345564,male,control,27.4,normal,3.199219,497.7656,22.481316
345565,male,control,26.6,normal,2.752344,588.8819,27.077854
346489,female,control,19.2,normal,2.529948,427.54532,14.365933
346493,female,control,19.2,normal,2.541146,488.06943,19.202194
346494,female,control,19.9,normal,1.948438,525.50446,11.521884
346495,female,control,17.9,normal,2.182552,552.2828,15.932482
346496,female,control,20.6,normal,2.069271,562.5563,18.819239
348254,male,control,25.4,normal,3.550521,387.17004,16.18443
348255,male,control,24.8,normal,3.473438,387.95444,15.129105
348256,male,control,24,normal,4.117188,368.85245,11.403809
348257,male,control,25.6,normal,4.123437,349.33548,13.535009
348258,male,control,23.3,normal,3.25,418.9164,19.329222
348259,female,control,21,normal,2.541146,447.54745,16.542456
348260,female,control,19.8,normal,2.985937,406.13718,18.138783
348261,female,control,21.2,normal,2.620573,422.04382,14.436631
348262,female,control,21.5,normal,2.620312,468.99426,17.599268
348263,female,control,18.1,normal,2.585417,426.16864,12.659831
348893,female,control,21.4,normal,3.036719,380.11893,17.198929
348894,female,control,19.6,normal,3.219531,439.19577,16.751783
348895,female,control,22.5,normal,3.08125,409.2546,11.513441
348944,male,control,25.1,normal,3.073698,452.73907,17.212292
348945,male,control,27.1,normal,3.148438,507.18512,17.037605
348946,female,control,20.6,normal,2.957292,463.5209,16.482725
348947,female,control,22.1,normal,2.514844,529.9105,16.819962
348953,male,control,24.9,normal,3.828906,310.34482,9.340877
348954,male,control,26.3,normal,3.240625,388.48026,15.744169
348955,male,control,27.5,normal,3.16875,445.19193,18.7638
351167,male,control,24.9,normal,3.807292,367.21503,13.206097
351168,male,control,23.9,normal,3.488542,375.34406,9.61374
351169,male,control,24.8,abnormal,3.054688,426.29785,16.990261
351170,male,control,25.8,normal,3.7375,345.9649,11.324177
351171,male,control,23.8,normal,3.028125,407.6604,15.034077
351173,female,control,18.6,normal,3.058594,388.0381,12.037977
351174,female,control,19.6,normal,3.346875,464.7608,14.959981
351175,female,control,18.4,normal,2.280729,459.61044,13.922895
351176,female,control,18.6,normal,3.141667,388.60104,12.703781
351177,female,control,20.2,normal,3.270052,370.4161,11.907783
353411,female,control,19.6,normal,2.643229,438.27185,11.447477
353412,female,control,18.2,normal,2.152344,486.85492,13.879956
353413,female,control,20.9,normal,2.665885,504.23557,22.913656
353414,female,control,20.6,normal,3.575,433.77676,17.06741
353417,female,control,20.5,normal,2.975,458.78574,19.289701
353434,male,control,23.2,normal,2.789063,429.14362,16.023064
353435,male,control,24.3,normal,2.975781,411.90686,13.898856
353436,male,control,24.9,normal,3.160938,425.93066,15.629536
353437,male,control,24.4,normal,3.199219,414.09012,16.782127
353438,male,control,23.3,normal,3.605469,326.30685,11.097782
353568,male,control,25.7,normal,2.779167,479.84134,15.0978
353569,male,control,25.9,normal,3.125521,467.12964,17.22422
353570,male,control,25.9,normal,3.435417,399.24057,16.667093
353571,male,control,27.1,normal,2.877344,503.42328,17.545155
353587,female,control,17.3,normal,3.292708,501.73935,20.934713
353591,female,control,18.4,normal,2.611979,459.42746,11.503733
353592,female,control,19.2,normal,2.771354,456.96878,15.525834
353593,female,control,16,normal,3.360677,349.8624,7.980944
353594,female,control,18.9,normal,2.613021,464.77042,16.773075
354444,male,control,22.9,normal,2.182552,346.81546,11.249273
354445,male,control,25.7,normal,3.453125,395.25693,14.746161
354446,male,control,23.7,normal,3.879688,338.91156,11.441599
354447,male,control,19.8,normal,3.134375,372.10995,9.689814
354448,male,control,22.6,normal,2.372917,293.42148,8.444666
354449,female,control,18.2,normal,2.628125,446.66785,11.887598
354450,female,control,18.1,normal,3.270052,433.4091,11.779835
354451,female,control,19,normal,2.099479,475.6871,12.39998
354452,female,control,19.2,normal,3.310938,312.48264,7.513112
354453,female,control,19.2,normal,2.869792,412.47318,13.108279
354800,female,control,22.4,normal,2.080729,527.54364,19.454096
354801,female,control,22.3,normal,3.231771,429.3934,17.565546
354803,female,control,22.3,normal,1.533073,562.6266,17.455847
354804,female,control,21.5,normal,2.532292,472.53024,18.204355
354805,female,control,22.3,normal,1.974479,525.50446,17.919315
354816,male,control,26.5,normal,2.922656,426.39478,11.42068
354817,male,control,25.3,normal,3.057031,402.73862,14.269769
354818,male,control,27.3,normal,3.00625,509.88034,18.838728
354821,male,control,28.6,normal,3.392187,369.49454,14.222485
354822,male,control,26.3,normal,3.686719,369.95016,14.037503
355256,male,control,26.1,normal,3.158594,465.70352,17.015442
355257,male,control,24.9,normal,2.86875,520.92377,18.622635
355258,male,control,28.1,normal,3.321094,502.50134,23.050772
355259,male,control,27.1,normal,3.503906,454.0776,15.027194
355260,male,control,27.5,normal,2.86875,533.54834,16.085102
356644,female,control,23.9,normal,3.311458,378.24026,11.553053
356645,female,control,20.7,normal,2.771354,472.73874,18.743607
356646,female,control,20.9,normal,3.615625,370.67545,11.839191
356667,female,control,19.1,normal,2.567708,455.45636,15.37537
356668,female,control,20.6,normal,3.267187,477.2814,15.672251
356688,male,control,25.7,normal,2.628125,419.5804,10.745461
356689,male,control,22.7,normal,2.44375,462.4016,15.63712
356690,male,control,26.1,normal,3.199219,378.93143,12.692603
356691,male,control,25.5,normal,3.707031,308.10312,9.347694
356692,male,control,25,normal,2.144792,460.79175,15.484114
356693,female,control,20.4,normal,3.1875,357.0635,11.664948
356694,female,control,20.7,normal,2.091927,485.75128,13.837587
356695,female,control,19,normal,2.582813,409.5004,13.774392
356696,female,control,18.2,normal,2.084375,495.8787,11.933694
356706,female,control,20.4,normal,2.13724,493.09665,16.04419
357248,female,control,19.9,normal,2.71875,438.27185,18.1589
357249,female,control,18.4,normal,2.454427,484.57437,16.881645
357250,female,control,20.9,normal,2.492188,399.9289,16.127823
357251,female,control,20,normal,3.231771,391.2091,14.236793
358286,male,control,25.2,normal,2.753646,464.33398,18.576082
358287,male,control,25.8,normal,2.477083,457.31708,18.232012
358288,male,control,26.1,normal,3.107813,432.96292,14.718057
358289,male,control,27,normal,2.407031,524.18225,20.576378
358290,male,control,26.6,normal,3.564844,334.68198,11.464576
358732,male,control,27.4,normal,3.16875,446.63904,21.156513
358733,male,control,23.1,normal,3.270312,363.63635,14.35188
358734,male,control,26.6,normal,3.463281,423.0251,18.563492
358735,male,control,24.1,normal,3.483594,388.2155,15.481228
358751,male,control,25,normal,2.985937,390.1678,15.206301
359446,female,control,18,normal,2.741,461,15.44
359447,female,control,18.3,normal,3.541667,344.38776,9.934435
359448,female,control,18.9,normal,2.744792,433.721,13.680608
359454,female,control,18.8,normal,2.665104,513.308,23.16384
359455,female,control,18.1,normal,2.983854,408.13858,9.071042
360017,male,control,24.1,normal,3.534375,384.35806,15.615835
360018,male,control,25,normal,3.270313,367.1671,16.174856
360019,male,control,24.8,normal,3.361719,348.3399,12.802746
360020,male,control,25.9,normal,2.434896,530.4362,14.571987
360021,male,control,23.4,normal,3.036979,385.208,13.980077
360026,female,control,19.3,normal,2.346354,440.6185,12.34943
360027,female,control,21.1,normal,3.364583,379.49332,14.491292
360028,female,control,17.5,normal,2.386458,496.771,14.86451
360029,female,control,20.4,normal,2.780208,475.06357,13.137858
360033,female,control,19.1,normal,3.4,411.1529,13.407454
361762,male,control,26.4,normal,2.417187,596.7774,22.846008
361764,male,control,23.3,normal,3.373438,386.6173,14.775645
361767,male,control,25.8,normal,2.597917,422.6741,11.326309
361789,male,control,21.6,normal,2.9,389.3632,10.911687
361804,female,control,18.6,normal,3.205208,397.88385,11.813571
361805,female,control,17.8,normal,2.945313,342.67438,10.13175
361810,female,control,19.7,normal,2.665104,491.23956,20.639912
361811,female,control,18.3,normal,2.514844,406.83176,14.556269
361814,female,control,19.5,normal,3.346875,390.08322,9.352104
363138,male,control,24.5,normal,2.488021,423.08145,15.808701
363139,male,control,28.1,normal,2.925,505.78848,15.514326
363140,male,control,27,normal,2.815625,443.39343,16.271786
363143,female,control,19.4,normal,2.275521,485.41943,14.617012
363145,female,control,19.7,normal,2.505729,379.22412,13.304987
363695,female,control,21.4,normal,3.178646,425.86414,16.24105
363696,female,control,19.7,normal,2.326042,426.66162,15.784572
363697,female,control,19,normal,2.461458,434.6986,14.406718
363698,female,control,16.3,normal,2.842188,300.85242,10.742112
363699,female,control,20,normal,2.039063,465.38885,13.492512
364109,male,control,26.9,normal,2.700521,523.9031,15.991866
364110,male,control,25,normal,2.125,550.09985,20.524145
364111,male,control,26.6,normal,2.240104,488.2945,17.21804
364112,male,control,26.6,normal,3.128125,447.7612,14.009883
364113,male,control,26.3,normal,3.575,444.11548,16.1666
365135,female,control,18.9,normal,3.143229,366.2209,13.116578
365136,female,control,18.2,normal,2.635677,455.29663,15.192732
365137,female,control,20.2,normal,2.265625,450.40536,9.590956
365144,female,control,20.2,normal,2.594271,491.40048,20.306261
365145,female,control,19.5,normal,3.30026,384.12292,9.784965
365357,male,control,25.5,normal,3.107813,407.05563,15.716847
365358,male,control,25.9,normal,3.717188,413.05878,15.799318
365363,male,control,26.4,normal,3.028125,387.711,17.768406
365372,male,control,23.9,normal,2.35625,403.15958,10.466303
365373,male,control,24.3,normal,3.231771,446.53192,16.892673
365469,male,control,26.3,normal,1.874167,506.8709,15.877264
367102,female,control,18.7,normal,2.2525,415.02386,16.60858
369188,male,control,22.6,normal,1.970312,432.69232,10.920735
369189,male,control,22.8,normal,2.6,472.02798,20.827911
369190,male,control,26.2,normal,3.107813,350.17865,15.517249
369191,male,control,20.4,normal,2.266667,515.6854,22.726141
369192,male,control,23.5,normal,1.736719,526.3158,13.689795
370549,female,control,19.6,normal,3.065755,406.3511,14.375648
370552,female,control,19.7,normal,2.528906,514.04095,17.474703
370553,female,control,20.3,normal,2.955469,421.10516,15.770069
370554,female,control,19.5,normal,2.884375,445.57764,17.154997
370555,female,control,18.9,normal,2.772656,479.10568,22.247002
372096,male,control,21.7,normal,2.001042,525.88525,17.808395
372097,male,control,25.7,normal,2.939583,448.09558,20.306074
372099,male,control,24.3,normal,2.833594,514.75635,10.475822
372105,male,control,29.3,normal,3.063542,402.56448,16.803728
372108,female,control,18.9,normal,3.392187,489,21.312616
372109,female,control,22.2,normal,2.691667,468.56696,17.58385
372110,female,control,20.1,normal,3.019271,388.04254,13.44181
372111,female,control,19.4,normal,2.541146,480.76923,19.498524
372112,female,control,21,normal,2.479167,451.56543,13.134493
374259,female,control,22.6,normal,2.3375,590.3188,20.293978
374260,female,control,23.3,normal,2.877604,542.9537,20.054281
374261,female,control,24.3,normal,2.894531,559.46954,21.301065
374262,female,control,22.1,normal,2.86875,531.46466,16.038036
374263,female,control,23.8,normal,2.782812,487.013,16.897326
374310,male,control,26,normal,3.727344,417.05283,15.178415
374311,male,control,30.7,normal,2.797917,563.4861,19.409761
374312,male,control,27.5,normal,2.576563,511.15067,17.167051
374318,male,control,30.4,normal,2.782812,492.56592,13.650182
374326,female,control,19.7,normal,2.620833,486.76715,13.407547
374327,female,control,17.8,normal,1.729427,542.234,15.150045
374328,female,control,18.7,normal,2.142708,593.772,25.181227
374329,female,control,18.4,normal,2.284375,504.86163,18.707935
375175,female,control,20.2,normal,2.914844,456.9301,18.07231
375456,male,control,23.6,normal,2.771354,513.38116,18.455664
375457,male,control,26.2,normal,2.671094,513.10803,19.52732
375458,male,control,28.1,normal,3.49375,436.0465,17.264996
375459,male,control,27.1,normal,3.514063,462.24567,17.401207
375460,male,control,23.8,normal,3.402344,445.93088,13.024087
376512,female,control,21.4,normal,3.270313,407.2982,16.268728
376513,female,control,20.6,normal,2.457813,474.24164,18.01546
376514,female,control,17.8,normal,2.3375,439.69287,11.135708
376515,female,control,19.7,normal,3.585156,475.06357,20.968254
376516,female,control,18.7,normal,2.742188,515.2475,15.921408
376700,male,control,25,normal,2.496875,474.36664,17.43164
376701,male,control,24.6,normal,2.985937,442.73907,12.991943
376702,male,control,25.6,normal,3.067188,524.1141,21.657547
376703,male,control,26.3,normal,2.325781,535.39557,15.551815
376704,male,control,22.2,normal,2.335938,514.97235,18.825815
377847,male,control,22.3,normal,2.284,499.56982,17.280357
377851,male,control,24.2,normal,2.798,471.82587,15.062014
378189,female,control,19.3,normal,2.295,549.322,18.57018
378190,female,control,19.4,normal,2.532,483.35123,13.495801
378191,female,control,22.1,normal,3.205,411.77054,9.3334
378205,female,control,20.3,normal,2.479,439.9257,11.111565
378206,female,control,19.7,normal,2.764,495.15845,13.212717
378723,male,control,23.4,normal,3.595312,428.2995,17.069256
378724,male,control,23.5,normal,2.792969,460.94357,16.615393
378725,male,control,24.6,normal,2.610156,517.87634,17.757193
378726,male,control,22.6,normal,2.665104,433.03583,13.862319
378727,male,control,22.5,normal,2.4375,410.8651,14.869033
379332,female,control,19.5,normal,2.914844,419.47937,13.735653
379333,female,control,18.9,normal,2.498438,485.08368,16.522966
379334,female,control,19.3,normal,2.691406,516.52893,16.77356
379335,female,control,19.1,normal,2.965625,459.32428,14.717057
379336,female,control,21.2,normal,2.894531,488.40048,16.239544
379649,male,control,24.5,normal,3.382031,431.67194,15.599428
379650,male,control,25.1,normal,3.341406,404.57922,17.626371
379651,male,control,24.4,normal,2.985937,419.47937,13.928812
379652,male,control,23.8,normal,2.735937,439.7,15.900931
379653,male,control,25.9,normal,3.209375,425.08975,14.121085
380793,female,control,21.5,normal,2.742188,508.11572,21.692286
380794,female,control,20.3,normal,3.057031,436.11694,14.641878
380795,female,control,18.7,normal,2.6,470,14.887
380796,female,control,19.7,normal,2.559375,529.9521,18.21107
380961,female,control,19.8,normal,2.549219,519.83057,18.456886
380962,female,control,18.7,normal,3.057031,507.79083,16.102497
380965,female,control,20.6,normal,2.163281,500.76505,13.282972
380966,female,control,19.9,normal,3.676563,400.17786,16.054647
380967,female,control,20,normal,2.691406,464.59607,15.851397
381359,male,control,23.8,normal,2.264844,522.46606,15.631194
381360,male,control,26,normal,2.732031,453.47284,17.574657
381361,male,control,23.3,normal,2.116146,485.75128,13.567003
381362,male,control,25.6,normal,2.457813,563.9981,19.043179
381363,male,control,27.1,normal,3.169792,422.78333,18.19515
382740,female,control,20.5,normal,3.00625,440.8163,11.242784
382741,female,control,19.3,normal,2.567708,459.14853,15.845387
382742,female,control,18.6,normal,2.498438,479.98294,16.608778
382761,male,control,21.7,normal,2.213542,501.11823,13.375677
382762,male,control,19.5,normal,2.508594,397.99823,12.091397
382763,male,control,23,normal,3.747656,425.32413,17.850142
382764,male,control,20.3,normal,2.222396,466.24878,17.343807
382771,female,control,20.5,normal,2.7625,477.8761,18.13921
382772,female,control,20.3,normal,2.335938,597.8478,25.47258
384547,female,control,22.2,normal,2.3375,445.52985,14.257556
384548,female,control,20.9,normal,2.7625,464.57608,18.601433
384549,female,control,19.7,normal,2.310937,553.6417,16.68998
384550,female,control,19.8,normal,2.151562,536.0121,18.752726
384551,female,control,20.8,normal,2.364063,494.40588,14.979046
385050,male,control,25.6,normal,2.567708,497.16888,19.010345
385051,male,control,24.6,normal,3.529167,457.6271,20.519318
385052,male,control,24.6,normal,2.647396,523.4689,17.719658
385053,male,control,24.2,normal,3.08125,353.84546,14.942199
385054,male,control,24.6,normal,3.288542,369.54916,13.529172
387009,male,control,24.9,normal,3.125521,450.21008,18.44185
387010,male,control,25,normal,2.467969,543.4236,23.559494
387011,male,control,21.6,normal,2.955469,520.8384,20.849722
387012,male,control,23.8,normal,3.098958,490.07596,15.046895
387014,female,control,19.3,normal,2.293229,470.9576,17.059805
387015,female,control,19.9,normal,2.204687,526.68536,18.40626
387016,female,control,17.8,normal,3.280469,406.04556,12.974396
387017,female,control,19.3,normal,2.036458,550.09985,16.960365
387018,female,control,19.9,normal,2.514583,493.40753,18.10055
387361,male,control,27.6,normal,3.341406,420.2171,17.071636
387362,male,control,24.3,normal,2.874219,470.9576,18.075039
387363,male,control,24.2,normal,2.815625,471.76404,18.392313
387364,male,control,27.4,normal,3.290625,453.8883,18.121866
387365,male,control,21.4,normal,2.660938,481.0005,15.939601
388338,female,control,20.3,normal,2.122656,555.07587,19.421963
388339,female,control,20.2,normal,3.036719,437.85678,15.647009
388340,female,control,19.9,normal,2.366406,530.4362,13.766852
388342,female,control,20.4,normal,3.00625,463.14563,18.17386
389299,male,control,25.2,normal,2.965625,437.67224,21.343155
389300,male,control,24,normal,2.293229,443.65573,14.872005
389303,male,control,24.1,normal,2.244531,457.7241,13.443653
390837,female,control,21.1,normal,2.925,440.42084,22.351217
390838,female,control,20.2,normal,2.559375,442.0215,14.080047
390839,female,control,20.1,normal,3.382031,420.16806,11.869464
390840,female,control,19.2,normal,3.199219,420.62625,13.688397
390841,female,control,20,normal,2.904688,456.38947,15.528444
391714,female,control,14.7,normal,1.929688,451.75052,8.204932
391715,female,control,20.4,normal,2.23125,488.6126,12.664903
391716,female,control,20.2,normal,2.803125,445.21396,16.149456
391724,female,control,20.1,normal,2.3375,457.65814,15.188441
391725,female,control,14.8,normal,1.789844,537.92365,16.839748
391990,male,control,24.4,normal,2.859896,473.48483,16.032936
391991,male,control,26.3,normal,3.148438,469.53256,24.075314
391992,male,control,27.6,normal,2.65625,563.4861,21.969112
391993,male,control,24.2,normal,2.660938,422.60464,14.129842
391994,male,control,24.9,normal,2.7625,520.5321,22.749245
393803,male,control,23.9,normal,2.567708,523.7836,18.46404
393804,male,control,24.8,normal,2.939583,549.01483,21.19737
393805,male,control,24.6,normal,2.650781,456.9301,16.923628
393806,male,control,25.1,normal,2.399479,505.17334,10.803301
393807,male,control,25.4,normal,2.660938,410.1162,13.619196
394136,female,control,19.9,normal,2.833333,558.46857,20.753637
394137,female,control,18.6,normal,2.051563,548.6132,18.967503
394138,female,control,20.1,normal,2.833333,410.0103,16.477024
394139,female,control,19.9,normal,2.532292,516.4202,15.120714
394140,female,control,20.4,normal,2.650781,514.5111,21.573868
429887,female,control,20.9,normal,2.58375,428.43542,17.27935
453271,male,control,25,normal,2.900625,454.54544,15.718846
453274,female,control,21.3,normal,3.351563,454.82877,19.880623
453815,male,control,24.2,normal,3.522187,530.77515,21.931002
463701,female,control,21.203,normal,3.453125,379.77087,12.765576
465294,male,control,21.1,normal,3.474375,339.78934,10.052997
465298,female,control,20,normal,2.581875,509.5974,15.227375
465746,female,control,20.4,normal,3.169792,437.84613,15.863343
467099,female,control,19,normal,2.0825,557.4913,22.873789
467610,male,control,25.5,normal,3.575,393.21628,15.202564
467614,female,control,20,normal,3.392187,398.93616,14.420567
468701,male,control,24.1,normal,3.25,415.71878,19.2421
544351,male,control,24.4,normal,3.529167,365.95282,10.541588
