sampleID,sex,sample_type,weight,optic_disk_morphology,time_dark_side,cataract
J33490,male,control,26.2,normal,199.1,absent
20120809M-1,male,control,26.2,normal,214.1,absent
X22256,male,control,26.2,normal,141.7,present
C8508,male,control,26.21,normal,154.1,absent
K97605,male,control,26.21,normal,159.8,absent
J15387,male,control,26.21,normal,195.0,absent
K23159,male,control,26.22,normal,222.6,absent
K28005,male,control,26.23,normal,168.0,absent
J9683,male,control,26.23,normal,225.9,absent
X11461,male,control,26.24,normal,116.7,absent
C10835,male,control,26.24,normal,134.9,absent
J22926,male,control,26.25,normal,182.2,absent
A16189,male,control,26.28,normal,144.7,absent
20120809M-2,male,control,26.28,normal,224.8,absent
J16822,male,control,26.29,normal,107.2,absent
K70488,male,control,26.29,normal,119.5,absent
K3115,male,control,26.29,normal,151.8,absent
J73727,male,control,26.29,normal,167.3,absent
20120522M-2,male,control,26.29,normal,190.0,absent
J12302,male,control,26.29,normal,190.9,absent
K16279,male,control,26.29,normal,194.2,absent
K6947,male,control,26.31,normal,162.8,absent
K101077,male,control,26.32,normal,182.6,absent
J80925,male,control,26.32,normal,185.2,absent
20120809M-5,male,control,26.32,normal,193.7,absent
R77865,male,control,26.33,normal,140.8,absent
A14396,male,control,26.33,normal,177.6,absent
K25717,male,control,26.33,normal,189.6,absent
C11165,male,control,26.33,normal,191.4,absent
J68769,male,control,26.33,normal,209.2,absent
J92308,male,control,26.34,normal,112.7,absent
K73955,male,control,26.35,normal,121.8,absent
R59411,male,control,26.35,normal,186.8,absent
K70490,male,control,26.36,normal,177.4,absent
C9709,male,control,26.37,normal,153.6,absent
K8056,male,control,26.37,normal,245.3,absent
X67954,male,control,26.38,normal,139.0,absent
K7807,male,control,26.38,normal,172.2,absent
K48336,male,control,26.4,normal,124.0,absent
R7814,male,control,26.4,normal,148.7,absent
C11475,male,control,26.4,normal,235.7,absent
X46196,male,control,26.41,normal,180.0,absent
C4330,male,control,26.42,normal,274.0,absent
X66859,male,control,26.43,normal,112.2,absent
K76403,male,control,26.43,normal,138.0,absent
K100421,male,control,26.43,normal,180.9,absent
C7431,male,control,26.43,normal,220.8,absent
R23749,male,control,26.44,normal,195.6,absent
C10833,male,control,26.44,normal,226.1,absent
J57546,male,control,26.45,normal,177.5,absent
X95128,male,control,26.45,normal,191.9,absent
X17183,male,control,26.46,normal,137.6,absent
C5057,male,control,26.46,normal,140.3,absent
J82965,male,control,26.46,normal,195.5,absent
J27020,male,control,26.47,normal,177.8,absent
X59033,male,control,26.47,abnormal,214.9,present
J28174,male,control,26.48,normal,163.7,absent
K44274,male,control,26.5,normal,130.9,absent
J41096,male,control,26.5,normal,168.6,absent
J19683,male,control,26.5,normal,169.2,absent
J5214,male,control,26.51,normal,133.9,absent
J6990,male,control,26.51,normal,175.2,absent
X39810,male,control,26.53,normal,131.0,present
J89913,male,control,26.54,normal,92.8,absent
K71511,male,control,26.54,normal,229.8,absent
X97928,male,control,26.56,normal,176.1,absent
K59176,male,control,26.57,normal,96.4,absent
X43364,male,control,26.57,normal,114.9,absent
J24161,male,control,26.57,normal,142.8,absent
C5953,male,control,26.57,normal,173.1,absent
C4834,male,control,26.57,normal,210.6,absent
K22141,male,control,26.58,normal,174.9,absent
J24129,male,control,26.58,normal,219.1,absent
R31247,male,control,26.59,normal,146.9,absent
C5954,male,control,26.6,normal,97.8,absent
K99255,male,control,26.6,normal,146.6,absent
C9217,male,control,26.6,normal,152.9,absent
C7429,male,control,26.6,normal,159.6,absent
J44475,male,control,26.6,normal,160.5,absent
C6824,male,control,26.61,normal,127.1,absent
J42482,male,control,26.62,normal,111.6,absent
J39519,male,control,26.62,normal,147.8,absent
R96401,male,control,26.63,normal,154.0,absent
C11168,male,control,26.63,normal,186.4,absent
C8408,male,control,26.63,normal,205.3,absent
J33375,male,control,26.64,normal,153.1,absent
J33496,male,control,26.64,normal,201.8,absent
J55692,male,control,26.64,normal,204.4,absent
J84973,male,control,26.65,normal,151.8,absent
R63032,male,control,26.66,normal,108.4,absent
K99257,male,control,26.66,normal,121.0,absent
K8058,male,control,26.66,normal,143.5,absent
R17018,male,control,26.66,normal,150.7,absent
R85731,male,control,26.67,normal,140.0,absent
K76402,male,control,26.67,normal,151.7,absent
J24132,male,control,26.67,normal,178.0,absent
C10624,male,control,26.67,normal,226.4,absent
K17457,male,control,26.68,normal,102.5,absent
X3848,male,control,26.69,normal,139.6,absent
K16676,male,control,26.69,normal,205.4,absent
K99254,male,control,26.69,normal,217.1,absent
X2384,male,control,26.7,normal,150.7,absent
X97930,male,control,26.7,normal,204.9,absent
J73724,male,control,26.71,normal,149.6,absent
X3850,male,control,26.71,normal,168.1,absent
K12336,male,control,26.72,normal,140.1,absent
A14394,male,control,26.72,normal,221.7,absent
K3114,male,control,26.73,normal,172.3,absent
J54607,male,control,26.73,normal,205.5,absent
K1508,male,control,26.76,normal,201.5,absent
X17179,male,control,26.78,normal,142.4,absent
K10407,male,control,26.78,normal,190.3,absent
J42481,male,control,26.79,normal,83.9,absent
A36456,male,control,26.79,normal,125.3,absent
J46601,male,control,26.79,normal,202.2,absent
J35382,male,control,26.8,normal,111.5,absent
J14655,male,control,26.8,normal,131.3,absent
J37935,male,control,26.81,normal,164.2,absent
K98166,male,control,26.81,normal,218.9,absent
C10228,male,control,26.82,normal,130.6,absent
J72626,male,control,26.82,normal,155.9,absent
X15901,male,control,26.83,normal,114.5,absent
J35393,male,control,26.83,normal,134.8,absent
J29530,male,control,26.83,normal,171.1,absent
K100424,male,control,26.83,normal,230.1,absent
R33342,male,control,26.84,normal,101.4,absent
20120522M-3,male,control,26.84,normal,135.4,absent
R77866,male,control,26.85,normal,98.0,absent
J9682,male,control,26.85,normal,134.7,absent
K18203,male,control,26.85,normal,191.7,absent
J23182,male,control,26.86,normal,148.6,absent
K8057,male,control,26.86,normal,257.0,absent
J33498,male,control,26.87,normal,143.7,absent
J57549,male,control,26.87,normal,173.4,absent
X19509,male,control,26.88,normal,159.2,absent
R63034,male,control,26.89,normal,121.6,absent
C11166,male,control,26.89,normal,137.1,absent
X47621,male,control,26.89,normal,145.4,absent
J9680,male,control,26.89,normal,187.4,absent
K10405,male,control,26.9,normal,134.7,absent
J25401,male,control,26.9,normal,205.1,absent
X22258,male,control,26.9,normal,156.9,present
R7815,male,control,26.92,normal,177.0,absent
X66860,male,control,26.92,normal,178.8,absent
K19413,male,control,26.92,normal,198.9,absent
C2151,male,control,26.93,normal,203.6,absent
J42483,male,control,26.94,normal,121.6,absent
J23181,male,control,26.94,normal,174.1,absent
X55996,male,control,26.95,normal,108.5,absent
J54605,male,control,26.95,normal,151.1,absent
20120809M-3,male,control,26.95,normal,351.0,absent
R57111,male,control,26.96,normal,219.4,absent
R20074,male,control,26.97,normal,173.7,absent
K23160,male,control,26.97,normal,197.0,absent
C7430,male,control,26.99,normal,100.1,absent
X44394,male,control,26.99,normal,125.2,absent
R65193,male,control,26.99,normal,182.0,absent
X7783,male,control,27.0,normal,95.6,absent
J28367,male,control,27.0,normal,110.2,absent
A12141,male,control,27.01,normal,137.9,absent
J18316,male,control,27.01,normal,141.2,absent
J18318,male,control,27.02,normal,100.9,absent
J33374,male,control,27.02,normal,150.0,absent
J55694,male,control,27.03,normal,166.2,absent
K44273,male,control,27.04,normal,158.3,absent
C10437,male,control,27.04,normal,203.3,absent
J69869,male,control,27.05,normal,160.3,absent
J13718,male,control,27.06,normal,118.2,absent
J72624,male,control,27.07,normal,111.2,absent
C10066,male,control,27.07,normal,135.6,absent
X84476,male,control,27.07,normal,176.3,absent
K48339,male,control,27.08,normal,131.8,absent
R59077,male,control,27.08,normal,148.6,absent
J71681,male,control,27.08,normal,174.7,absent
J84975,male,control,27.09,normal,131.2,absent
K31211,male,control,27.09,normal,195.2,absent
K53195,male,control,27.11,normal,118.4,absent
R37869,male,control,27.11,normal,170.7,absent
X9133,male,control,27.12,normal,120.6,absent
J6989,male,control,27.12,normal,133.8,absent
X21177,male,control,27.12,normal,143.9,absent
C11467,male,control,27.12,normal,284.3,absent
J25408,male,control,27.13,normal,180.6,absent
C2148,male,control,27.13,normal,194.3,absent
C11479,male,control,27.13,normal,231.7,absent
J35395,male,control,27.14,normal,137.6,absent
J2662,male,control,27.14,normal,142.7,absent
J78118,male,control,27.14,normal,152.4,absent
J95024,male,control,27.14,normal,179.0,absent
XL01645,male,control,27.14,normal,283.1,absent
K21284,male,control,27.15,normal,103.1,absent
X10273,male,control,27.16,normal,110.8,absent
J11640,male,control,27.16,normal,172.9,absent
R29826,male,control,27.16,normal,180.1,absent
X31637,male,control,27.16,normal,223.3,absent
R77867,male,control,27.17,normal,126.0,absent
X84477,male,control,27.17,normal,151.7,absent
C10836,male,control,27.17,normal,157.4,absent
K77280,male,control,27.18,normal,189.7,absent
C10959,male,control,27.18,normal,304.2,absent
K46385,male,control,27.19,normal,132.3,absent
XL01560,male,control,27.19,normal,166.5,absent
R94879,male,control,27.19,normal,171.4,absent
K12335,male,control,27.19,normal,217.5,absent
J12303,male,control,27.2,normal,103.9,absent
R59079,male,control,27.2,normal,184.0,absent
X2382,male,control,27.21,normal,165.1,absent
J25411,male,control,27.22,normal,168.2,absent
X21179,male,control,27.23,normal,160.7,absent
K48337,male,control,27.24,normal,130.6,absent
R25868,male,control,27.24,normal,157.3,absent
R56537,male,control,27.25,normal,105.5,absent
K49510,male,control,27.27,normal,200.9,absent
X89206,male,control,27.29,normal,127.4,absent
X43367,male,control,27.31,normal,121.5,absent
X6588,male,control,27.31,normal,122.5,absent
20120726M-6,male,control,27.33,normal,128.4,absent
20120619-10,male,control,27.33,normal,168.9,absent
K76406,male,control,27.34,normal,139.2,absent
K53194,male,control,27.34,normal,169.9,absent
K45803,male,control,27.34,normal,172.0,absent
J33497,male,control,27.34,normal,198.0,absent
C9710,male,control,27.34,normal,206.2,absent
20120802M-5,male,control,27.36,normal,182.2,absent
K98167,male,control,27.36,normal,230.2,absent
J71679,male,control,27.36,normal,231.7,absent
K20172,male,control,27.36,normal,247.2,absent
J37933,male,control,27.37,normal,108.8,absent
X50991,male,control,27.37,normal,170.2,present
K75108,male,control,27.38,normal,112.5,absent
R31246,male,control,27.38,normal,153.2,absent
X38071,male,control,27.38,normal,159.2,absent
J24128,male,control,27.38,normal,169.0,absent
J27019,male,control,27.38,normal,169.8,absent
J65524,male,control,27.38,normal,174.6,absent
K5246,male,control,27.38,normal,193.7,absent
C7566,male,control,27.38,normal,205.9,absent
J24131,male,control,27.38,normal,206.2,absent
A12142,male,control,27.39,normal,218.4,absent
J35396,male,control,27.4,normal,149.8,absent
J78119,male,control,27.4,normal,177.7,absent
J73726,male,control,27.41,normal,196.3,absent
J37936,male,control,27.42,normal,114.6,absent
J31973,male,control,27.42,normal,149.6,absent
K7804,male,control,27.42,normal,210.3,absent
R63036,male,control,27.43,normal,119.6,absent
J39518,male,control,27.43,normal,133.7,absent
J31984,male,control,27.43,normal,144.8,absent
R87448,male,control,27.43,normal,154.0,absent
J75485,male,control,27.43,normal,215.0,absent
J29533,male,control,27.43,normal,228.8,absent
J78182,male,control,27.43,normal,233.9,absent
J41092,male,control,27.45,normal,133.0,absent
J75484,male,control,27.45,normal,165.0,present
C8748,male,control,27.46,normal,177.3,absent
J16823,male,control,27.46,normal,227.8,absent
J33499,male,control,27.46,normal,230.5,absent
R57115,male,control,27.46,normal,183.1,present
C1630,male,control,27.47,normal,123.0,absent
J36548,male,control,27.47,normal,125.6,absent
J75486,male,control,27.47,normal,217.3,absent
J95022,male,control,27.48,normal,151.3,absent
20120515M-18,male,control,27.48,normal,199.4,absent
X15903,male,control,27.49,normal,117.3,absent
K3124,male,control,27.49,normal,168.4,absent
X6380,male,control,27.5,normal,158.1,absent
J95021,male,control,27.5,normal,161.9,absent
C6364,male,control,27.51,normal,149.0,absent
J47556,male,control,27.51,normal,193.4,absent
X6,male,control,27.52,normal,171.0,absent
X96190,male,control,27.53,normal,127.0,absent
20120802M-1,male,control,27.53,normal,141.9,absent
R1223,male,control,27.53,normal,225.0,absent
X6383,male,control,27.54,normal,154.4,absent
C3882,male,control,27.54,normal,266.7,absent
X9,male,control,27.54,normal,123.7,present
J13719,male,control,27.55,normal,126.0,absent
K97604,male,control,27.55,normal,131.9,absent
X30666,male,control,27.55,normal,147.9,absent
R12079,male,control,27.55,normal,165.6,absent
A15498,male,control,27.55,normal,195.5,absent
K28002,male,control,27.55,normal,216.5,absent
J76725,male,control,27.56,normal,139.1,absent
R65197,male,control,27.56,normal,167.4,absent
J6988,male,control,27.56,normal,170.7,absent
20120816M-2,male,control,27.56,normal,248.6,absent
K7794,male,control,27.58,normal,206.5,absent
J45307,male,control,27.59,normal,143.0,absent
K59175,male,control,27.59,normal,191.1,absent
K428,male,control,27.59,normal,231.4,absent
X36639,male,control,27.6,normal,126.0,absent
K425,male,control,27.6,normal,162.3,absent
C10065,male,control,27.62,normal,197.0,absent
J26957,male,control,27.62,normal,212.9,absent
R14382,male,control,27.65,normal,194.5,absent
K7805,male,control,27.65,normal,220.6,absent
K75110,male,control,27.66,normal,179.9,absent
R21026,male,control,27.66,normal,180.5,absent
X3851,male,control,27.67,normal,117.0,absent
X32891,male,control,27.67,normal,177.6,absent
C11476,male,control,27.67,normal,209.2,absent
J96044,male,control,27.67,normal,171.2,present
C9708,male,control,27.68,normal,102.3,absent
J19685,male,control,27.68,normal,154.2,absent
R39267,male,control,27.68,normal,157.6,absent
R94878,male,control,27.68,normal,195.5,absent
K51279,male,control,27.7,normal,198.3,absent
R26604,male,control,27.71,normal,164.3,absent
K10528,male,control,27.72,normal,206.5,absent
K5247,male,control,27.73,normal,159.5,absent
J18304,male,control,27.73,normal,163.9,absent
J55693,male,control,27.74,normal,133.9,absent
C10996,male,control,27.74,normal,229.5,absent
J97992,male,control,27.75,normal,142.6,absent
J65516,male,control,27.75,normal,175.3,absent
R39264,male,control,27.76,normal,149.8,absent
X38069,male,control,27.76,normal,111.3,present
J21180,male,control,27.77,normal,171.6,absent
X84958,male,control,27.79,normal,131.2,absent
X50990,male,control,27.79,normal,154.7,present
C1633,male,control,27.8,normal,127.0,absent
J13717,male,control,27.8,normal,158.6,absent
J89910,male,control,27.8,normal,159.5,absent
X72618,male,control,27.8,normal,177.0,absent
X49746,male,control,27.8,normal,179.6,absent
R94880,male,control,27.8,normal,203.7,absent
J68767,male,control,27.8,normal,229.3,absent
J18315,male,control,27.81,normal,168.7,absent
J76724,male,control,27.81,normal,198.5,present
X40915,male,control,27.82,normal,122.8,absent
XL01589,male,control,27.82,normal,184.0,absent
X65635,male,control,27.82,normal,195.4,absent
J29531,male,control,27.82,normal,243.0,absent
A12139,male,control,27.83,normal,151.8,absent
20120612M-5,male,control,27.83,normal,194.1,absent
C11478,male,control,27.84,normal,153.0,absent
J89911,male,control,27.85,normal,107.2,absent
R77868,male,control,27.85,normal,154.3,absent
J61650,male,control,27.85,normal,202.1,absent
20120515M-20,male,control,27.85,normal,241.5,absent
J16824,male,control,27.86,normal,161.0,absent
J31007,male,control,27.86,normal,176.6,absent
J65518,male,control,27.86,normal,188.9,present
J69870,male,control,27.88,normal,146.9,absent
X10275,male,control,27.88,normal,163.8,absent
C8509,male,control,27.88,normal,190.0,absent
K5989,male,control,27.88,normal,230.6,absent
C7432,male,control,27.89,normal,92.9,absent
J16825,male,control,27.89,normal,150.9,absent
J4603,male,control,27.89,normal,169.9,absent
J44478,male,control,27.89,normal,177.2,absent
C5323,male,control,27.89,normal,273.1,absent
J10334,male,control,27.9,normal,138.5,absent
C3147,male,control,27.9,normal,145.7,absent
J82967,male,control,27.91,normal,183.4,absent
X21180,male,control,27.92,normal,99.7,absent
J62810,male,control,27.93,normal,136.1,absent
C8747,male,control,27.94,normal,155.4,absent
R59076,male,control,27.94,normal,160.4,absent
J40218,male,control,27.94,normal,228.8,absent
X78573,male,control,27.95,normal,141.1,absent
R94877,male,control,27.95,normal,223.6,absent
J23179,male,control,27.96,normal,111.6,absent
X3847,male,control,27.97,normal,95.4,absent
C4329,male,control,27.98,normal,230.1,absent
J18314,male,control,27.99,normal,133.8,absent
J24130,male,control,28.0,normal,154.9,absent
J65520,male,control,28.02,normal,157.8,absent
R81346,male,control,28.03,normal,143.7,absent
K12337,male,control,28.03,normal,154.0,absent
J35392,male,control,28.04,normal,226.6,absent
J700,male,control,28.05,normal,115.1,absent
J8781,male,control,28.06,normal,201.3,absent
J65521,male,control,28.07,normal,82.6,absent
J36555,male,control,28.07,normal,120.4,absent
X102381,male,control,28.07,normal,157.2,absent
20120612M-4,male,control,28.07,normal,178.3,absent
J71678,male,control,28.07,normal,195.9,absent
J33492,male,control,28.08,normal,132.0,absent
J93553,male,control,28.1,normal,228.1,absent
X69046,male,control,28.11,normal,113.0,absent
X30669,male,control,28.11,normal,171.9,absent
X7785,male,control,28.12,normal,70.5,absent
R66593,male,control,28.12,normal,169.7,absent
K56266,male,control,28.12,normal,174.4,absent
C8749,male,control,28.12,normal,190.9,absent
J22923,male,control,28.13,normal,168.6,absent
X70129,male,control,28.13,normal,160.2,present
K5391,male,control,28.14,normal,200.7,absent
C5170,male,control,28.14,normal,295.9,absent
J76727,male,control,28.15,normal,129.5,absent
X55057,male,control,28.15,normal,161.0,absent
X72617,male,control,28.16,normal,88.6,absent
K12339,male,control,28.16,normal,175.2,absent
K3127,male,control,28.17,normal,150.3,absent
J78183,male,control,28.17,normal,193.0,absent
C5169,male,control,28.17,normal,209.3,absent
X61560,male,control,28.17,normal,227.0,present
K53197,male,control,28.19,normal,154.8,absent
C10623,male,control,28.19,normal,167.9,absent
A10548,male,control,28.2,normal,171.3,absent
C7956,male,control,28.21,normal,194.3,absent
J27022,male,control,28.22,normal,166.2,absent
C3277,male,control,28.22,normal,167.0,absent
C3144,male,control,28.22,normal,216.7,absent
X31639,male,control,28.22,normal,55.1,present
C8406,male,control,28.23,normal,185.0,absent
C10997,male,control,28.23,normal,207.6,absent
X15905,male,control,28.24,normal,98.6,absent
A12874,male,control,28.24,normal,99.7,absent
R60522,male,control,28.26,normal,172.6,absent
J84977,male,control,28.26,normal,173.3,absent
J18303,male,control,28.26,normal,225.8,absent
X84962,male,control,28.26,normal,174.8,present
C1632,male,control,28.27,normal,125.8,absent
J76728,male,control,28.27,normal,150.4,absent
J18300,male,control,28.27,normal,195.5,absent
J71677,male,control,28.27,normal,197.5,absent
20120612M-3,male,control,28.27,normal,226.2,absent
J68765,male,control,28.27,normal,256.2,absent
C2904,male,control,28.3,normal,196.5,absent
A36459,male,control,28.3,normal,200.9,absent
X70126,male,control,28.31,normal,116.0,absent
A36457,male,control,28.32,normal,66.7,absent
X5246,male,control,28.32,normal,120.0,absent
J21212,male,control,28.32,normal,181.7,absent
X59036,male,control,28.33,normal,89.8,absent
J25399,male,control,28.33,normal,163.2,absent
J31009,male,control,28.33,normal,180.5,absent
K76405,male,control,28.33,normal,203.8,absent
R20071,male,control,28.34,normal,186.0,absent
J4601,male,control,28.34,normal,206.8,absent
A10547,male,control,28.35,normal,155.8,absent
X23410,male,control,28.35,normal,162.9,absent
K3916,male,control,28.35,normal,211.6,absent
C8333,male,control,28.36,normal,168.5,absent
J69871,male,control,28.36,normal,214.1,absent
J26955,male,control,28.36,normal,253.9,absent
X59034,male,control,28.37,normal,127.5,absent
C10999,male,control,28.37,normal,168.7,absent
K5392,male,control,28.37,normal,183.1,absent
C6912,male,control,28.37,normal,204.5,absent
C5056,male,control,28.37,normal,261.3,absent
X55994,male,control,28.39,normal,111.7,absent
J72622,male,control,28.39,normal,162.8,absent
J31972,male,control,28.4,normal,211.3,absent
R7816,male,control,28.41,normal,124.0,absent
K5990,male,control,28.41,normal,200.6,absent
C4332,male,control,28.41,normal,213.7,absent
J62808,male,control,28.43,normal,140.9,absent
C5950,male,control,28.43,normal,160.4,absent
C7433,male,control,28.43,normal,227.0,absent
J49904,male,control,28.43,normal,235.2,absent
K5988,male,control,28.44,normal,230.8,absent
J11639,male,control,28.45,normal,127.9,absent
J31974,male,control,28.45,normal,154.7,absent
R37866,male,control,28.45,normal,173.3,absent
J26954,male,control,28.45,normal,183.7,absent
C7953,male,control,28.46,normal,137.0,absent
J10336,male,control,28.46,normal,159.2,absent
K12338,male,control,28.46,normal,163.1,absent
J25409,male,control,28.47,normal,115.9,absent
20120619-9,male,control,28.47,normal,223.7,absent
X61561,male,control,28.47,normal,160.1,present
R37868,male,control,28.48,normal,91.1,absent
X38073,male,control,28.49,normal,150.4,absent
J82963,male,control,28.49,normal,212.0,absent
C4833,male,control,28.49,normal,212.4,absent
R17020,male,control,28.5,normal,125.1,absent
K54661,male,control,28.5,normal,189.5,absent
J93556,male,control,28.51,normal,139.8,absent
R34546,male,control,28.51,normal,156.1,absent
X5244,male,control,28.53,normal,185.7,absent
J45304,male,control,28.53,normal,187.5,absent
C5236,male,control,28.54,normal,136.2,absent
J13716,male,control,28.54,normal,155.7,absent
J45306,male,control,28.54,normal,168.6,absent
X89203,male,control,28.54,normal,173.1,absent
C5238,male,control,28.54,normal,250.8,absent
X39808,male,control,28.54,normal,176.1,present
J19684,male,control,28.55,normal,131.2,absent
X23407,male,control,28.56,normal,136.5,absent
C6909,male,control,28.56,normal,318.4,absent
J97989,male,control,28.57,normal,151.1,absent
J79623,male,control,28.57,normal,163.8,absent
J44479,male,control,28.58,normal,136.9,absent
J21181,male,control,28.58,normal,246.7,absent
A12872,male,control,28.6,normal,121.0,absent
J18317,male,control,28.6,normal,156.3,absent
J40219,male,control,28.6,normal,212.5,absent
J78184,male,control,28.6,normal,191.3,present
R94876,male,control,28.61,normal,112.4,absent
J10335,male,control,28.61,normal,146.7,absent
X67951,male,control,28.61,normal,200.0,absent
X11460,male,control,28.62,normal,80.7,absent
A12876,male,control,28.62,normal,117.6,absent
J84974,male,control,28.62,normal,217.7,absent
X36641,male,control,28.63,normal,137.5,present
A14392,male,control,28.64,normal,181.2,absent
X23411,male,control,28.64,normal,185.5,absent
R83980,male,control,28.67,normal,111.9,absent
X15902,male,control,28.67,normal,140.5,absent
20120612M-2,male,control,28.67,normal,143.4,absent
J28369,male,control,28.68,normal,158.3,absent
J35384,male,control,28.71,normal,126.6,absent
X89204,male,control,28.71,normal,178.7,absent
J33494,male,control,28.72,normal,145.2,absent
C8510,male,control,28.72,normal,201.4,absent
J19682,male,control,28.73,normal,154.5,absent
C2952,male,control,28.74,normal,73.2,absent
C8069,male,control,28.74,normal,119.5,absent
C1631,male,control,28.74,normal,255.2,absent
X47617,male,control,28.76,normal,98.1,absent
J27018,male,control,28.76,normal,164.2,absent
K66479,male,control,28.76,normal,189.9,absent
J46603,male,control,28.76,normal,215.7,absent
J82964,male,control,28.77,normal,158.1,absent
C5167,male,control,28.77,normal,200.1,absent
J31985,male,control,28.78,normal,113.3,absent
X65634,male,control,28.81,normal,121.0,absent
J53439,male,control,28.82,normal,124.1,absent
X85702,male,control,28.82,normal,245.2,present
J31987,male,control,28.83,normal,91.4,absent
K6948,male,control,28.84,normal,193.3,absent
R60523,male,control,28.84,normal,199.2,absent
J33491,male,control,28.85,normal,127.8,absent
X79315,male,control,28.87,normal,168.9,absent
C6911,male,control,28.87,normal,325.9,absent
X79316,male,control,28.88,normal,136.8,absent
J15385,male,control,28.88,normal,172.8,absent
R14381,male,control,28.88,normal,209.3,absent
C3278,male,control,28.9,normal,128.1,absent
J703,male,control,28.9,normal,163.8,absent
K5389,male,control,28.9,normal,172.0,absent
J8782,male,control,28.9,normal,190.7,absent
C6363,male,control,28.9,normal,222.4,absent
X49745,male,control,28.91,normal,120.1,absent
C6361,male,control,28.91,normal,131.2,absent
R1224,male,control,28.92,normal,129.4,absent
C8332,male,control,28.92,normal,161.4,absent
K100423,male,control,28.92,normal,220.2,absent
J28176,male,control,28.93,normal,188.9,absent
K5986,male,control,28.93,normal,206.4,absent
X52437,male,control,28.94,normal,121.0,absent
J78117,male,control,28.94,normal,183.3,absent
X83480,male,control,28.95,normal,160.8,absent
J65517,male,control,28.95,normal,58.6,present
X89202,male,control,28.96,normal,176.9,absent
J16424,male,control,28.97,normal,164.8,absent
C11468,male,control,28.97,normal,225.5,absent
J90837,male,control,28.97,normal,105.4,present
J48820,male,control,28.98,normal,186.1,absent
J47552,male,control,29.0,normal,165.2,absent
J39522,male,control,29.01,normal,87.9,absent
J44476,male,control,29.01,normal,111.5,absent
J15389,male,control,29.01,normal,146.0,absent
C4223,male,control,29.01,normal,149.3,absent
J13701,male,control,29.02,normal,158.3,absent
X95131,male,control,29.02,normal,203.7,absent
X71613,male,control,29.03,normal,168.0,absent
J49906,male,control,29.03,normal,183.8,absent
J48821,male,control,29.03,normal,226.9,absent
XL0008,male,control,29.04,normal,155.0,absent
X80245,male,control,29.04,normal,155.2,absent
X59035,male,control,29.04,normal,160.8,absent
K8059,male,control,29.05,normal,117.6,absent
R57114,male,control,29.05,normal,196.0,absent
K5390,male,control,29.05,normal,242.5,absent
X67953,male,control,29.06,normal,133.6,absent
R87446,male,control,29.06,normal,198.8,absent
X59917,male,control,29.06,normal,208.5,absent
20120802M-2,male,control,29.07,normal,174.9,absent
J92311,male,control,29.08,normal,172.9,absent
X92804,male,control,29.08,normal,249.8,absent
J6981,male,control,29.09,normal,155.0,absent
X59032,male,control,29.09,normal,169.4,absent
X50989,male,control,29.09,normal,176.0,present
X70127,male,control,29.1,normal,68.0,absent
C4224,male,control,29.1,normal,188.0,absent
X10274,male,control,29.12,normal,106.7,absent
X35253,male,control,29.12,normal,142.2,absent
K56268,male,control,29.12,normal,230.9,absent
X44393,male,control,29.13,normal,142.7,absent
X97929,male,control,29.13,normal,180.2,absent
X19507,male,control,29.14,normal,141.6,absent
20120619-6,male,control,29.14,normal,172.1,absent
X17182,male,control,29.14,normal,172.3,absent
R65195,male,control,29.16,normal,148.2,absent
J93554,male,control,29.17,normal,102.4,absent
J4604,male,control,29.17,normal,209.2,absent
J79621,male,control,29.17,normal,217.3,absent
X67952,male,control,29.17,normal,219.5,absent
X21181,male,control,29.18,normal,89.0,absent
J31008,male,control,29.19,normal,144.2,absent
J38013,male,control,29.19,normal,156.3,absent
J48819,male,control,29.2,normal,152.8,absent
C10231,male,control,29.2,normal,208.3,absent
J89912,male,control,29.2,normal,175.0,present
J16423,male,control,29.21,normal,148.2,absent
R56533,male,control,29.22,normal,208.1,absent
R68205,male,control,29.23,normal,103.7,absent
R87447,male,control,29.23,normal,172.6,absent
C4222,male,control,29.23,normal,189.8,absent
X22257,male,control,29.24,normal,107.6,absent
C2951,male,control,29.24,normal,201.5,absent
X67955,male,control,29.25,normal,180.3,absent
R499,male,control,29.26,normal,189.9,absent
J61646,male,control,29.27,normal,152.9,absent
J79620,male,control,29.28,normal,156.8,absent
J40220,male,control,29.28,normal,174.2,absent
R92966,male,control,29.29,normal,73.6,absent
J4600,male,control,29.29,normal,170.1,absent
R14379,male,control,29.29,normal,205.0,absent
X38072,male,control,29.3,normal,137.7,absent
J6987,male,control,29.3,normal,170.2,absent
R81344,male,control,29.31,normal,96.9,absent
X55995,male,control,29.32,normal,117.6,absent
A12140,male,control,29.32,normal,131.3,absent
20120619-7,male,control,29.32,normal,165.6,absent
C10995,male,control,29.33,normal,240.2,absent
R41009,male,control,29.35,normal,152.3,absent
X79313,male,control,29.36,normal,126.2,absent
X92802,male,control,29.36,normal,210.4,absent
X10276,male,control,29.37,normal,121.1,absent
R24097,male,control,29.37,normal,146.8,absent
A12143,male,control,29.37,normal,166.2,absent
R22122,male,control,29.37,normal,125.3,present
X48628,male,control,29.38,normal,140.5,absent
X46195,male,control,29.39,normal,188.4,absent
X76419,male,control,29.4,normal,160.0,absent
R83984,male,control,29.43,normal,112.9,absent
X61559,male,control,29.43,normal,115.0,absent
C8409,male,control,29.43,normal,132.4,absent
