sampleID,sex,sample_type,weight,hemoglobin,cornea_morphology,grip_strength,vertebrae_morphology,heart_rate_bpm
83Z-40783,female,control,23.94,14.6,normal,185.53334,normal,707.0
83Z-40784,female,control,23.8,13.1,normal,239.5,normal,576.0
83Z-40785,female,control,24.16,13.7,normal,206.6,normal,677.0
83Z-40786,female,control,23.69,14.2,normal,210.63333,abnormal,752.0
83Z-40787,female,control,23.94,14.6,normal,186.13333,normal,718.0
83Z-65868,female,control,23.8,13.6,normal,206.599,normal,720.0
83Z-65869,female,control,22.0,13.6,normal,201.62033,normal,781.0
83Z-65870,female,control,20.6,13.7,right eye abnormal,188.983,normal,722.0
83Z-65898,female,control,20.6,13.0,normal,169.07,normal,769.0
83Z-65899,female,control,21.1,12.6,normal,205.44966,normal,758.0
83Z-65900,female,control,19.9,13.9,normal,154.90067,normal,656.0
83Z-65901,female,control,20.8,13.3,normal,175.57967,normal,801.0
83Z-65936,male,control,27.0,13.1,normal,214.83234,normal,778.0
83Z-65937,male,control,28.3,13.3,normal,216.938,normal,751.0
83Z-66350,male,control,26.7,13.7,right eye abnormal,205.64133,normal,741.0
83Z-66351,male,control,28.5,13.4,normal,275.33768,normal,798.0
83Z-66352,male,control,26.1,13.2,normal,258.679,normal,815.0
83Z-85262,female,control,21.3,14.4,normal,192.42967,normal,750.0
83Z-85263,female,control,24.6,14.9,normal,207.747,normal,738.0
83Z-85264,female,control,23.1,15.0,normal,164.09166,normal,719.0
83Z-87372,male,control,27.2,14.0,normal,178.835,normal,780.0
83Z-87373,male,control,23.4,13.7,normal,227.469,normal,764.0
83Z-88789,male,control,32.9,13.3,normal,212.34267,normal,785.0
83Z-88790,male,control,29.6,13.6,normal,248.33966,normal,883.0
83Z-88791,male,control,30.8,13.4,normal,207.36433,normal,754.0
83Z-88802,female,control,22.6,13.7,left eye abnormal,174.24,normal,769.0
83Z-89015,male,control,30.2,13.2,normal,225.937,normal,679.0
83Z-89016,male,control,29.4,12.5,both eyes abnormal,220.19333,normal,720.0
83Z-89017,male,control,31.9,13.0,left eye abnormal,197.408,normal,759.0
83Z-89021,male,control,27.9,14.4,normal,235.31934,normal,786.0
83Z-90228,male,control,26.8,13.8,normal,185.15367,abnormal,779.0
83Z-90229,male,control,27.6,13.3,normal,195.68466,abnormal,762.0
83Z-90230,female,control,25.2,14.3,normal,197.59933,abnormal,778.0
83Z-90231,female,control,26.7,13.9,normal,196.259,abnormal,769.0
83Z-90299,male,control,28.5,14.0,left eye abnormal,196.259,normal,763.0
83Z-90300,male,control,26.3,13.4,normal,167.347,normal,731.0
83Z-90301,male,control,26.1,13.9,normal,178.452,normal,740.0
83Z-90302,male,control,26.1,13.5,normal,173.66533,normal,714.0
83Z-90303,male,control,26.3,14.1,left eye abnormal,202.386,normal,744.0
83Z-90304,female,control,23.6,13.4,normal,207.55566,normal,794.0
83Z-90305,female,control,22.4,13.7,normal,215.023,normal,735.0
83Z-90319,female,control,24.2,13.6,normal,203.918,abnormal,694.0
83Z-EPJ70,female,control,22.6,14.1,both eyes abnormal,228.06667,normal,759.0
E64-00043,male,control,28.9,14.9,normal,216.74667,normal,784.0
E64-00044,male,control,24.6,13.6,normal,236.08533,normal,764.0
E64-00045,female,control,21.8,14.2,normal,222.29967,normal,742.0
E64-00046,female,control,22.2,14.3,normal,184.579,normal,720.0
E64-00047,female,control,24.0,14.1,normal,274.95435,normal,733.0
E64-00048,female,control,23.0,14.9,normal,258.296,normal,775.0
E64-00049,female,control,21.9,14.7,normal,213.10867,normal,774.0
E64-00050,female,control,22.3,14.0,normal,230.91566,normal,691.0
E64-00051,male,control,26.5,13.4,normal,287.4,normal,729.0
E64-00052,male,control,27.9,14.3,normal,268.827,normal,797.0
E64-00053,male,control,24.9,13.5,normal,221.342,normal,760.0
E64-00054,male,control,24.5,14.6,normal,260.40234,normal,652.0
E64-00055,male,control,25.5,13.3,normal,264.99768,normal,765.0
E64-00056,female,control,23.2,14.1,normal,169.63333,normal,720.0
E64-00072,male,control,25.3,14.4,normal,194.727,normal,713.0
E64-00074,male,control,22.4,15.7,normal,190.515,normal,709.0
E64-00075,male,control,27.4,15.2,normal,239.72333,normal,662.0
E64-00076,male,control,28.01,15.3,normal,234.17067,normal,710.0
E64-00077,female,control,24.5,14.8,normal,205.44966,normal,782.0
E64-00078,female,control,22.1,14.2,normal,156.43266,normal,774.0
E64-00079,female,control,22.5,15.0,normal,191.47234,normal,762.0
E64-00080,male,control,26.82,15.2,normal,181.51567,normal,723.0
E64-00081,male,control,24.2,14.1,normal,213.683,normal,728.0
E64-00082,female,control,23.63,15.0,right eye abnormal,199.89734,normal,708.0
E64-00083,female,control,23.76,14.7,normal,168.304,normal,797.0
E64-00085,female,control,23.6,14.1,right eye abnormal,191.47234,normal,682.0
E64-00170,male,control,28.5,14.1,normal,233.788,normal,780.0
E64-00171,male,control,26.0,14.7,normal,246.99933,normal,775.0
E64-00172,male,control,28.3,14.6,normal,240.10667,normal,727.0
E64-00173,male,control,26.6,14.9,right eye abnormal,235.894,normal,758.0
E64-00174,female,control,23.28,15.0,normal,170.60167,normal,780.0
E64-00175,female,control,22.9,13.8,normal,222.29967,normal,776.0
E64-00176,female,control,22.1,14.0,normal,251.59467,normal,806.0
E64-00177,male,control,25.6,14.0,normal,212.53433,normal,772.0
E64-00178,male,control,24.2,13.9,normal,221.53334,normal,723.0
E64-00179,male,control,25.6,14.2,both eyes abnormal,226.70334,normal,792.0
E64-00180,female,control,24.9,14.1,normal,163.709,normal,785.0
E64-00181,female,control,22.8,13.9,normal,211.577,normal,779.0
E64-00182,female,control,22.3,14.2,normal,227.086,normal,787.0
E64-00183,female,control,21.8,13.8,normal,219.42734,normal,745.0
E64-00184,female,control,21.2,14.3,normal,188.79134,normal,773.0
E64-00200,male,control,25.7,13.8,normal,212.15134,normal,742.0
E64-00201,male,control,23.8,13.8,normal,231.29866,normal,789.0
E64-00202,male,control,25.9,14.6,right eye abnormal,210.23666,normal,854.0
E64-00204,male,control,24.0,14.8,normal,202.76933,normal,753.0
E64-00205,male,control,22.5,14.0,normal,188.60033,normal,787.0
E64-00207,female,control,24.5,14.5,normal,243.553,normal,781.0
E64-00208,female,control,23.5,15.4,normal,197.40767,normal,800.0
E64-00209,female,control,20.3,14.1,normal,174.814,normal,774.0
E64-00210,female,control,20.8,14.1,normal,183.047,normal,818.0
E64-00215,female,control,24.1,14.5,normal,210.811,normal,750.0
E64-00216,female,control,24.7,14.2,normal,191.47234,normal,734.0
E64-00230,female,control,23.7,12.9,normal,188.98334,normal,783.0
E64-00232,female,control,27.1,14.0,normal,210.61966,normal,786.0
E64-00233,female,control,23.6,13.6,normal,242.787,normal,772.0
E64-00234,female,control,22.7,13.9,normal,259.254,normal,783.0
E64-00235,female,control,24.8,13.7,normal,262.7,normal,791.0
E64-00236,female,control,22.5,13.5,normal,213.10867,normal,804.0
E64-00268,male,control,26.2,12.8,right eye abnormal,236.468,normal,804.0
E64-00269,male,control,27.7,14.2,normal,297.73965,normal,772.0
E64-00270,male,control,24.5,14.3,normal,224.597,normal,730.0
E64-00271,male,control,25.9,14.8,normal,229.38367,normal,727.0
E64-00272,male,control,23.0,14.2,normal,237.04266,normal,744.0
E64-00340,male,control,26.6,13.2,normal,240.87233,normal,775.0
E64-00341,male,control,25.9,13.6,normal,206.98167,normal,772.0
E64-00342,male,control,27.7,14.0,normal,229.38367,normal,772.0
E64-00343,male,control,25.9,13.7,normal,201.62033,normal,788.0
E64-00344,male,control,25.0,13.5,normal,224.98,abnormal,784.0
E64-00345,male,control,27.9,13.8,normal,230.341,normal,766.0
E64-00347,female,control,26.5,12.4,normal,290.46365,normal,823.0
E64-00348,female,control,22.2,14.3,normal,224.21434,abnormal,781.0
E64-00365,female,control,23.1,14.2,normal,230.15,normal,792.0
E64-00366,female,control,29.0,13.7,normal,234.36234,normal,789.0
E64-00367,female,control,21.1,14.0,normal,219.427,normal,791.0
E64-00368,female,control,22.2,14.5,normal,216.938,normal,779.0
E64-00369,female,control,22.5,14.0,normal,238.383,normal,766.0
E64-00484,male,control,26.4,15.0,right eye abnormal,266.52933,normal,806.0
E64-00485,male,control,26.3,13.0,normal,267.87,normal,788.0
E64-00486,male,control,25.1,14.0,left eye abnormal,213.30034,normal,720.0
E64-00487,male,control,23.8,14.8,right eye abnormal,198.74834,normal,777.5
E64-00488,male,control,24.3,15.0,normal,209.088,normal,777.0
E64-00489,female,control,23.3,14.2,normal,215.98067,normal,807.0
E64-00503,male,control,25.9,14.1,left eye abnormal,229.575,normal,763.0
E64-00504,male,control,24.6,14.5,normal,213.87466,normal,774.0
E64-00508,female,control,23.2,14.6,right eye abnormal,237.80867,normal,824.0
E64-00509,female,control,24.2,14.4,normal,243.55267,normal,813.0
E64-00510,female,control,21.9,14.4,right eye abnormal,222.108,normal,802.0
E64-00514,female,control,22.6,14.3,normal,229.57533,normal,772.0
E64-00515,female,control,24.0,14.0,normal,221.53334,normal,814.0
E64-00559,male,control,25.0,14.4,left eye abnormal,190.132,normal,763.0
E64-00560,male,control,24.4,13.7,left eye abnormal,234.17067,normal,677.0
E64-00562,male,control,26.1,14.5,normal,209.08766,normal,752.0
E64-00565,female,control,23.5,13.8,normal,235.128,normal,750.0
E64-00566,female,control,23.0,13.8,normal,167.538,normal,769.0
E64-00567,male,control,27.7,14.4,normal,231.29866,normal,732.0
E64-00568,male,control,26.5,13.6,normal,234.93666,normal,739.0
E64-00569,male,control,31.0,13.8,right eye abnormal,259.828,normal,793.0
E64-00570,female,control,21.2,14.0,normal,195.493,normal,799.0
E64-00571,female,control,21.1,14.2,normal,196.83333,normal,792.0
E64-00572,female,control,20.5,12.9,normal,202.96066,normal,757.0
E64-00573,female,control,22.0,13.4,normal,196.642,normal,804.0
E64-00576,male,control,30.3,12.9,normal,290.272,normal,773.0
E64-00577,male,control,31.9,13.6,normal,307.12167,normal,761.0
E64-00578,female,control,28.0,13.6,normal,237.80867,normal,729.0
E64-00579,female,control,25.5,13.7,normal,203.152,normal,722.0
E64-00907,male,control,25.6,13.5,normal,251.40334,normal,761.0
E64-00908,male,control,36.9,13.6,normal,220.95934,normal,777.0
E64-00909,male,control,26.8,14.0,normal,276.67767,normal,707.0
E64-00918,male,control,28.2,14.0,normal,256.76468,normal,759.0
E64-00919,male,control,25.1,14.4,normal,237.80867,normal,793.0
E64-00926,female,control,22.1,13.1,normal,213.683,normal,818.0
E64-00927,male,control,28.7,13.8,normal,236.08533,normal,798.0
E64-00928,male,control,27.0,9.9,both eyes abnormal,263.466,normal,709.0
E64-00929,female,control,23.2,13.8,normal,201.81166,normal,729.0
E64-00930,female,control,23.1,11.7,normal,200.663,normal,750.0
E64-00931,female,control,23.9,14.4,normal,275.33734,normal,796.0
E64-00932,female,control,21.6,13.9,normal,205.258,normal,795.0
E64-00933,female,control,22.9,13.7,normal,223.831,normal,786.0
E64-00934,female,control,23.5,13.6,normal,243.16966,normal,761.0
E64-01167,male,control,23.2,14.0,normal,200.85434,normal,746.0
E64-01168,male,control,24.7,14.7,normal,222.49066,normal,676.0
E64-01169,male,control,28.7,14.0,normal,293.71866,normal,735.0
E64-01170,male,control,23.5,13.6,normal,255.99834,abnormal,629.0
E64-01217,male,control,26.7,14.4,normal,257.91333,normal,802.0
E64-01218,male,control,22.8,14.3,normal,177.112,normal,739.0
E64-01220,male,control,20.0,14.2,normal,162.751,normal,629.0
E64-01221,female,control,22.5,13.0,normal,223.06534,normal,786.0
E64-01222,female,control,23.6,13.9,normal,185.91933,normal,803.0
E64-01223,female,control,23.5,14.1,normal,182.09,normal,743.0
E64-01224,female,control,23.2,14.4,normal,230.724,normal,781.0
E64-01225,female,control,23.5,14.0,normal,226.129,normal,758.0
E64-01226,female,control,23.7,13.9,normal,233.40466,normal,780.0
E64-01298,male,control,29.1,13.0,normal,280.50732,normal,767.0
E64-01299,male,control,27.4,13.8,normal,231.29866,normal,743.0
E64-01300,male,control,25.5,13.6,normal,241.638,normal,674.0
E64-01301,male,control,29.4,13.8,left eye abnormal,229.57567,normal,707.0
E64-01302,female,control,21.9,13.6,normal,192.04634,normal,770.0
E64-01303,female,control,25.2,13.2,normal,211.194,normal,792.0
E64-01304,female,control,23.9,13.3,normal,223.63966,normal,803.0
E64-01305,female,control,24.2,13.9,normal,219.81033,normal,800.0
E64-01314,male,control,27.3,14.2,normal,249.10533,normal,809.0
E64-01315,male,control,23.2,14.8,normal,188.02567,normal,769.0
E64-01316,male,control,30.3,14.3,normal,229.76666,normal,746.0
E64-01317,male,control,29.2,13.3,normal,226.51167,normal,768.0
E64-01318,female,control,21.6,14.1,normal,237.04266,normal,786.0
E64-01319,female,control,21.3,14.2,normal,195.685,normal,799.0
E64-01320,female,control,23.5,12.3,normal,206.407,normal,573.0
E64-01321,male,control,28.1,13.8,normal,219.04433,normal,770.0
E64-01322,male,control,29.0,13.4,normal,239.915,normal,769.0
E64-01325,female,control,22.5,13.6,normal,234.93634,normal,757.0
E64-01383,male,control,24.2,13.8,normal,212.72566,normal,703.0
E64-01385,male,control,25.6,13.9,normal,182.47333,normal,789.0
E64-01386,male,control,29.0,13.2,right eye abnormal,219.04466,normal,814.0
E64-01387,male,control,31.2,13.5,normal,234.55367,normal,780.0
E64-01415,male,control,29.7,14.1,normal,256.573,normal,760.0
E64-01416,male,control,28.5,14.9,normal,225.93733,normal,729.0
E64-01417,female,control,24.8,14.4,normal,187.834,normal,800.0
E64-01418,female,control,24.1,15.0,normal,211.577,normal,785.0
E64-01424,female,control,22.6,14.1,normal,222.49066,normal,713.0
E64-01425,female,control,22.9,14.2,normal,206.79,normal,770.0
E64-01426,female,control,21.5,14.9,normal,167.72934,normal,803.0
E64-01427,female,control,23.4,14.4,right eye abnormal,223.25667,normal,791.0
E64-01428,female,control,21.6,14.9,normal,178.64366,normal,721.0
E64-01506,male,control,24.7,14.3,normal,220.95934,normal,787.0
E64-01507,male,control,24.3,14.1,normal,193.76967,normal,705.0
E64-01508,female,control,23.2,14.1,normal,200.85434,normal,698.0
E64-01509,female,control,24.3,14.0,normal,203.72667,normal,783.0
E64-01510,female,control,23.3,13.6,normal,199.13133,normal,787.0
E64-01511,female,control,21.0,14.0,normal,206.21567,normal,704.0
E64-01512,female,control,21.9,14.0,normal,201.04567,normal,792.0
E64-01513,female,control,23.2,14.0,normal,183.239,normal,732.0
E64-01514,female,control,22.6,13.9,normal,162.56,normal,773.0
E64-01700,female,control,23.0,13.4,normal,229.38367,normal,816.0
E64-01701,female,control,22.5,13.8,normal,200.08867,normal,782.0
E64-01702,female,control,25.5,14.1,normal,281.84732,normal,797.0
E64-01703,female,control,21.8,13.8,normal,221.15033,normal,748.0
E64-01704,female,control,22.5,14.6,normal,243.36133,normal,621.0
E64-01705,female,control,23.9,13.9,normal,202.386,normal,815.0
E64-01706,male,control,25.6,13.7,normal,271.31635,normal,678.0
E64-01708,female,control,22.0,13.7,normal,217.704,normal,708.0
E64-01754,male,control,27.9,13.5,normal,244.31866,normal,776.0
E64-01755,male,control,26.3,13.7,normal,223.25667,normal,751.0
E64-01756,male,control,25.2,13.0,normal,252.36067,normal,681.0
E64-01757,male,control,26.7,13.6,normal,227.85167,normal,629.0
E64-01758,male,control,28.1,14.0,normal,318.80167,normal,791.0
E64-01795,male,control,25.7,14.0,normal,193.004,normal,723.0
E64-01797,male,control,23.3,13.8,normal,258.87067,normal,799.0
E64-01798,female,control,22.9,13.1,normal,211.38533,normal,794.0
E64-01799,female,control,22.8,13.7,normal,198.74834,normal,759.0
E64-01800,female,control,23.8,13.7,normal,199.13133,normal,753.0
E64-01801,female,control,22.8,14.2,normal,178.26067,normal,756.0
E64-01955,female,control,18.7,13.0,normal,148.00766,normal,782.0
E64-01956,female,control,19.6,14.3,normal,191.28067,normal,798.0
E64-01957,female,control,23.3,13.9,normal,170.98466,normal,791.0
E64-01958,female,control,22.5,13.0,normal,166.198,normal,788.0
E64-01959,female,control,24.7,13.0,normal,206.78967,normal,682.0
E64-01960,male,control,26.7,13.9,normal,186.68533,normal,762.0
E64-01961,male,control,28.6,13.6,normal,193.387,normal,758.0
E64-01962,male,control,28.9,13.8,normal,196.83333,normal,789.0
E64-01963,female,control,22.8,13.5,normal,196.45067,normal,722.0
E64-02005,male,control,21.3,11.5,normal,182.09,normal,785.0
E64-02006,male,control,26.7,13.8,normal,220.193,normal,803.0
E64-02007,male,control,26.5,13.6,normal,239.532,normal,772.0
E64-02008,male,control,21.4,13.2,normal,148.008,normal,630.0
E64-02009,male,control,24.3,13.4,normal,235.70233,normal,736.0
E64-02010,male,control,26.6,14.0,normal,259.63666,normal,779.0
E64-02012,female,control,20.7,14.3,normal,225.55434,normal,652.0
E64-02013,female,control,19.5,13.4,normal,198.94,normal,772.0
E64-02014,female,control,21.7,14.0,normal,197.025,normal,726.0
E64-02116,male,control,28.0,14.3,normal,190.32333,normal,811.0
E64-02117,male,control,25.5,14.0,normal,180.74966,normal,695.0
E64-02118,male,control,28.6,13.8,normal,185.91966,normal,789.0
E64-02119,female,control,21.7,14.3,normal,160.64534,normal,811.0
E64-02120,female,control,18.9,14.2,normal,176.53767,normal,808.0
E64-02122,male,control,26.2,13.7,normal,168.49567,normal,793.0
E64-02125,female,control,22.2,13.2,normal,188.60033,normal,750.0
E64-02126,female,control,23.5,13.1,normal,174.23967,normal,791.0
E64-02127,female,control,22.4,14.2,normal,193.77,normal,706.0
E64-02128,female,control,22.3,13.7,normal,172.13333,normal,749.0
E64-02158,male,control,21.7,12.7,normal,189.749,normal,725.0
E64-02159,male,control,27.3,13.7,normal,166.198,normal,811.0
E64-02160,male,control,23.5,13.7,normal,193.19533,normal,730.0
E64-02630,male,control,28.3,13.8,left eye abnormal,190.32333,normal,749.0
E64-02631,male,control,25.7,14.9,both eyes abnormal,238.383,normal,818.0
E64-02632,male,control,23.4,14.4,normal,193.38733,normal,705.0
E64-02634,male,control,23.5,14.5,normal,240.10634,normal,743.0
E64-02635,female,control,19.6,14.0,normal,244.127,normal,748.0
E64-02636,female,control,19.8,13.8,normal,205.067,normal,738.0
E64-02637,female,control,19.9,13.9,normal,296.208,normal,685.0
E64-02638,female,control,24.0,14.8,normal,261.74268,normal,710.0
E64-02639,female,control,24.3,14.0,both eyes abnormal,251.78633,normal,788.0
E64-02647,male,control,26.7,14.1,right eye abnormal,243.16966,normal,747.0
E64-02648,male,control,24.5,13.3,normal,192.238,normal,637.0
E64-02652,female,control,23.0,13.6,normal,259.63666,normal,745.0
E64-02653,female,control,24.2,13.9,normal,339.86368,normal,752.0
